cue_location,sequence_location,target_congruent,target_direction,response,correct,rt,sub,trial_num
both,down,yes,right,right,1,0.441555299970787,sub-mickey_mouse,506
up,up,yes,right,right,1,0.560911100008525,sub-mickey_mouse,248
up,down,no,left,left,1,0.6618229000014253,sub-mickey_mouse,89
both,down,yes,right,right,1,0.5101121999905445,sub-mickey_mouse,466
both,down,no,right,right,1,0.714558899984695,sub-mickey_mouse,300
down,down,yes,left,left,1,0.4755635000183247,sub-mickey_mouse,314
both,down,no,left,left,1,0.76283640001202,sub-mickey_mouse,472
both,down,yes,left,left,1,0.4082477000192739,sub-mickey_mouse,328
down,down,yes,right,right,1,0.4577759999665431,sub-mickey_mouse,499
up,down,no,right,right,1,0.6458839999977499,sub-mickey_mouse,102
down,down,yes,right,right,1,0.4933099999907426,sub-mickey_mouse,116
both,up,yes,right,right,1,0.4759451000136323,sub-mickey_mouse,117
up,up,no,left,left,1,0.5264096999890171,sub-mickey_mouse,103
both,up,yes,right,right,1,0.6450795999844559,sub-mickey_mouse,498
down,up,no,right,right,1,0.6461130999960005,sub-mickey_mouse,329
up,up,no,left,left,1,0.6320005999878049,sub-mickey_mouse,315
up,up,no,right,right,1,0.865101000003051,sub-mickey_mouse,473
both,up,yes,left,left,1,0.4588949000462889,sub-mickey_mouse,467
up,down,yes,left,left,1,0.5950710999895819,sub-mickey_mouse,301
up,up,no,right,right,1,0.593631399970036,sub-mickey_mouse,88
up,up,no,right,right,1,0.6135078999795951,sub-mickey_mouse,249
down,down,yes,left,left,1,0.4582959999679588,sub-mickey_mouse,77
up,down,no,left,left,1,0.5826356000034139,sub-mickey_mouse,261
both,down,no,right,right,1,0.5940524999750778,sub-mickey_mouse,507
up,up,no,left,left,1,0.4921308000339195,sub-mickey_mouse,513
up,down,no,left,left,1,0.5768297999748029,sub-mickey_mouse,63
both,down,yes,left,left,1,0.461832599947229,sub-mickey_mouse,275
up,down,no,left,left,1,0.5770848999964073,sub-mickey_mouse,505
both,down,yes,right,right,1,0.5101703000254929,sub-mickey_mouse,263
down,up,no,left,left,1,0.59387229999993,sub-mickey_mouse,75
down,up,yes,left,left,1,0.4760210000094957,sub-mickey_mouse,277
down,down,no,right,right,1,0.6956193000078201,sub-mickey_mouse,61
down,up,yes,right,right,1,0.4245315000298433,sub-mickey_mouse,511
down,down,yes,right,right,1,0.6107491999864578,sub-mickey_mouse,539
up,down,yes,left,left,1,0.4418531999690458,sub-mickey_mouse,49
up,down,no,right,right,1,0.612989799992647,sub-mickey_mouse,288
both,down,yes,left,left,1,0.5597003999864683,sub-mickey_mouse,471
up,up,no,right,right,1,0.6127501000300981,sub-mickey_mouse,317
down,up,no,left,left,1,0.6969603999750689,sub-mickey_mouse,303
down,down,no,right,right,1,0.6287053999840282,sub-mickey_mouse,465
up,up,yes,left,left,1,0.4761975000146776,sub-mickey_mouse,459
both,up,no,right,right,1,0.679624300042633,sub-mickey_mouse,115
up,down,yes,left,left,1,0.5099765000049956,sub-mickey_mouse,101
down,up,yes,left,left,1,0.492322799982503,sub-mickey_mouse,129
up,down,no,left,left,1,0.6128428999800235,sub-mickey_mouse,128
both,down,no,right,right,1,0.6628150999895297,sub-mickey_mouse,100
down,up,yes,left,left,1,0.5269892999785952,sub-mickey_mouse,114
up,down,yes,right,right,1,0.4751005999860354,sub-mickey_mouse,458
both,down,no,left,left,1,0.631546700024046,sub-mickey_mouse,302
down,up,yes,right,right,1,0.4932235999731347,sub-mickey_mouse,464
both,up,yes,right,right,1,0.6282295000273734,sub-mickey_mouse,470
up,down,no,right,right,1,0.628884100005962,sub-mickey_mouse,316
both,up,yes,left,left,1,0.4278551999595947,sub-mickey_mouse,289
down,up,no,left,left,1,0.5601975999888964,sub-mickey_mouse,538
up,down,no,right,right,1,0.6294924000394531,sub-mickey_mouse,48
both,down,yes,left,left,1,0.510691899980884,sub-mickey_mouse,60
down,down,no,right,right,1,0.6790490000275895,sub-mickey_mouse,276
both,up,yes,left,left,1,0.4583216999890283,sub-mickey_mouse,510
up,up,yes,left,left,1,0.4072038999875076,sub-mickey_mouse,504
up,down,yes,right,right,1,0.594072200008668,sub-mickey_mouse,74
down,up,no,right,right,1,0.6457072999910451,sub-mickey_mouse,262
up,down,yes,left,left,1,0.6117694999556988,sub-minnie_mouse,208
up,up,no,left,left,1,0.6972980999853462,sub-minnie_mouse,546
up,up,yes,right,right,1,0.6611804999411106,sub-minnie_mouse,220
both,down,no,right,right,1,0.7647184000816196,sub-minnie_mouse,234
up,down,yes,left,left,1,0.5766275000059977,sub-minnie_mouse,552
up,down,yes,left,left,1,0.4926933000097051,sub-minnie_mouse,585
both,up,no,right,right,1,0.7140905000269413,sub-minnie_mouse,591
up,up,no,left,left,1,0.8322416000301018,sub-minnie_mouse,368
up,down,no,right,right,1,0.8831427999539301,sub-minnie_mouse,47
both,down,yes,right,right,1,0.5436259999405593,sub-minnie_mouse,432
both,up,no,left,left,1,0.849906999967061,sub-minnie_mouse,354
both,up,yes,right,right,1,0.6276473999023438,sub-minnie_mouse,340
down,up,no,left,right,0,0.7138125000055879,sub-minnie_mouse,53
up,down,yes,left,left,1,0.560618199990131,sub-minnie_mouse,426
both,down,no,right,right,1,0.7468173999805003,sub-minnie_mouse,84
up,up,no,left,left,1,0.8151203999295831,sub-minnie_mouse,397
up,down,yes,left,left,1,0.5940509000793099,sub-minnie_mouse,383
up,down,yes,left,left,1,0.5613060999894515,sub-minnie_mouse,90
down,down,yes,left,left,1,0.5253355000168085,sub-minnie_mouse,618
up,down,no,right,right,1,0.6288303999463096,sub-minnie_mouse,156
down,up,yes,right,right,1,0.6976948999799788,sub-minnie_mouse,630
down,down,no,right,right,1,0.9854654000373556,sub-minnie_mouse,624
down,down,yes,right,right,1,0.6121193000581115,sub-minnie_mouse,142
down,down,no,right,right,1,0.6447598000522703,sub-minnie_mouse,195
up,down,yes,right,right,1,0.7138301000231877,sub-minnie_mouse,181
up,down,no,left,left,1,0.6971810999093577,sub-minnie_mouse,180
both,up,no,left,right,0,0.6795822000131011,sub-minnie_mouse,194
down,up,yes,left,left,1,0.5441465000621974,sub-minnie_mouse,625
down,up,yes,left,left,1,0.7123329000314698,sub-minnie_mouse,143
both,up,yes,left,left,1,0.5770524999825284,sub-minnie_mouse,157
both,up,no,left,left,1,0.7818063999293372,sub-minnie_mouse,631
up,down,yes,left,left,1,0.5433915000176057,sub-minnie_mouse,619
both,up,no,right,right,1,0.881991499918513,sub-minnie_mouse,382
up,up,no,left,left,1,0.8836690000025555,sub-minnie_mouse,91
up,down,yes,right,right,1,0.595603600027971,sub-minnie_mouse,85
both,down,no,right,right,1,0.8664261000230908,sub-minnie_mouse,396
down,up,no,left,left,1,0.663034199969843,sub-minnie_mouse,341
up,down,no,right,right,1,0.74801690003369,sub-minnie_mouse,427
down,up,yes,left,left,1,0.6283195000141859,sub-minnie_mouse,52
down,down,yes,right,right,1,0.5441747999284416,sub-minnie_mouse,433
up,up,no,right,right,1,1.052905400050804,sub-minnie_mouse,46
down,up,no,right,right,1,0.7136197000509128,sub-minnie_mouse,355
both,down,no,right,right,1,0.9678903000894934,sub-minnie_mouse,369
both,down,no,right,left,0,0.6462899000616744,sub-minnie_mouse,590
down,down,yes,left,left,1,0.4940776000730693,sub-minnie_mouse,584
down,down,yes,left,left,1,0.5604132999433205,sub-minnie_mouse,235
down,up,yes,right,right,1,0.560097899986431,sub-minnie_mouse,553
down,down,no,right,right,1,0.7141621999908239,sub-minnie_mouse,547
up,up,no,left,left,1,0.7487831000471488,sub-minnie_mouse,221
down,up,yes,left,left,1,0.6456046999664977,sub-minnie_mouse,209
up,up,no,right,right,1,0.7294313999591395,sub-minnie_mouse,579
both,down,no,right,right,1,0.8995102000189945,sub-minnie_mouse,551
down,down,yes,right,right,1,0.6104587999871001,sub-minnie_mouse,237
up,down,yes,left,left,1,0.5611782999476418,sub-minnie_mouse,223
both,up,yes,right,right,1,0.6281471999827772,sub-minnie_mouse,545
down,up,yes,right,right,1,0.5940217999741435,sub-minnie_mouse,592
both,up,no,left,left,1,0.8496416999259964,sub-minnie_mouse,586
both,up,no,right,right,1,0.6462387000210583,sub-minnie_mouse,419
up,up,yes,right,right,1,0.611765000037849,sub-minnie_mouse,78
up,down,yes,left,left,1,0.5272665000520647,sub-minnie_mouse,50
up,up,no,left,miss,-1,,sub-minnie_mouse,425
both,up,yes,left,left,1,0.5271958999801427,sub-minnie_mouse,343
down,up,yes,right,right,1,0.5773757999995723,sub-minnie_mouse,357
up,down,yes,left,left,1,0.5275023999856785,sub-minnie_mouse,44
both,up,no,left,right,0,0.8156233000336215,sub-minnie_mouse,431
up,down,no,left,left,1,0.6800022999523208,sub-minnie_mouse,93
down,down,no,left,left,1,0.6628267000196502,sub-minnie_mouse,380
both,down,yes,left,left,1,0.5951449000276625,sub-minnie_mouse,394
both,up,yes,left,left,1,0.629334699944593,sub-minnie_mouse,87
down,down,yes,left,left,1,0.5449113000649959,sub-minnie_mouse,169
down,down,no,left,left,1,0.8311003000708297,sub-minnie_mouse,141
up,down,yes,left,left,1,0.5446370999561623,sub-minnie_mouse,627
down,up,no,right,right,1,0.8157331000547856,sub-minnie_mouse,633
both,down,no,left,left,1,0.7121339000295848,sub-minnie_mouse,155
both,down,yes,left,left,1,0.577142900088802,sub-minnie_mouse,182
up,up,no,left,left,1,0.713711200049147,sub-minnie_mouse,196
both,up,no,right,miss,-1,,sub-minnie_mouse,197
both,up,yes,left,left,1,0.6456929999403656,sub-minnie_mouse,183
up,down,yes,right,right,1,0.6291186000453308,sub-minnie_mouse,632
up,down,no,left,left,1,0.7799936999799684,sub-minnie_mouse,154
down,up,no,left,left,1,0.6788649000227451,sub-minnie_mouse,140
down,down,no,left,left,1,0.9847680000821128,sub-minnie_mouse,626
up,down,no,right,right,1,1.0016047999961302,sub-minnie_mouse,168
up,up,yes,left,left,1,0.5269665999803692,sub-minnie_mouse,395
both,up,no,left,left,1,0.8836217999923974,sub-minnie_mouse,86
down,down,yes,left,left,1,0.5440173000097275,sub-minnie_mouse,92
both,down,yes,right,right,1,0.5941193000180647,sub-minnie_mouse,381
down,down,no,left,left,1,1.0017491000471637,sub-minnie_mouse,356
down,down,yes,left,left,1,0.5775610000127926,sub-minnie_mouse,430
down,down,yes,left,left,1,0.5270234999479726,sub-minnie_mouse,45
down,up,yes,right,right,1,0.593527500052005,sub-minnie_mouse,424
up,up,yes,right,right,1,0.6289775000186637,sub-minnie_mouse,51
down,down,yes,left,left,1,0.5268229000503197,sub-minnie_mouse,342
down,up,yes,right,right,1,0.5778635999886319,sub-minnie_mouse,79
up,down,yes,right,right,1,0.6973795000230893,sub-minnie_mouse,418
both,down,no,left,left,1,0.7812908999621868,sub-minnie_mouse,587
down,up,no,left,left,1,0.6632520999992266,sub-minnie_mouse,593
both,up,no,left,left,1,0.7314180999528617,sub-minnie_mouse,222
both,down,no,left,left,1,0.7631387000437826,sub-minnie_mouse,544
up,down,yes,left,left,1,0.6438815000001341,sub-minnie_mouse,550
both,up,yes,right,right,1,0.6794696999713778,sub-minnie_mouse,236
up,down,no,left,left,1,0.8493255999637768,sub-minnie_mouse,578
both,down,yes,right,right,1,0.7134967000456527,sub-minnie_mouse,232
down,down,yes,right,right,1,0.5768003999255598,sub-minnie_mouse,554
both,down,yes,right,right,1,0.5777550999773666,sub-minnie_mouse,540
both,down,yes,left,left,1,0.5780333000002429,sub-minnie_mouse,226
down,up,yes,left,left,1,0.5433701000874862,sub-minnie_mouse,568
both,up,yes,right,right,1,0.5771772000007331,sub-minnie_mouse,597
down,up,yes,left,left,1,0.5440031999023631,sub-minnie_mouse,583
up,down,no,right,right,1,0.6118110000388697,sub-minnie_mouse,346
up,up,no,left,left,1,0.8833887999644503,sub-minnie_mouse,55
down,up,no,left,left,1,0.7819603000534698,sub-minnie_mouse,420
both,down,yes,right,right,1,0.6104324000189081,sub-minnie_mouse,41
up,down,no,right,left,0,0.6627699999371544,sub-minnie_mouse,434
both,down,yes,left,left,1,0.5775225999532267,sub-minnie_mouse,352
up,down,yes,right,right,1,0.5774610000662506,sub-minnie_mouse,69
up,up,no,right,right,1,0.7644916999852285,sub-minnie_mouse,408
down,up,no,left,left,1,0.8832779999356717,sub-minnie_mouse,385
up,down,no,right,right,1,0.8999877000460401,sub-minnie_mouse,96
up,up,yes,left,left,1,0.543653600034304,sub-minnie_mouse,82
down,down,no,right,right,1,0.7641976000741124,sub-minnie_mouse,391
down,up,no,right,right,1,0.680006799986586,sub-minnie_mouse,622
both,down,no,right,left,0,0.5270138001069427,sub-minnie_mouse,144
up,up,yes,right,right,1,0.6449792999774218,sub-minnie_mouse,150
up,down,no,left,left,1,0.5933666999917477,sub-minnie_mouse,636
down,up,no,left,left,1,0.7315350000280887,sub-minnie_mouse,178
both,down,yes,right,right,1,0.5267967999679968,sub-minnie_mouse,187
both,down,no,right,right,1,0.7480771000264212,sub-minnie_mouse,193
down,up,no,right,right,1,0.8329427000135183,sub-minnie_mouse,192
down,down,yes,right,right,1,0.5770470999414101,sub-minnie_mouse,186
up,down,yes,left,left,1,0.6456839999882504,sub-minnie_mouse,179
down,down,no,left,left,1,0.6447642999701202,sub-minnie_mouse,151
up,up,yes,left,left,1,0.4920393000356853,sub-minnie_mouse,637
both,up,no,right,right,1,0.69554570002947,sub-minnie_mouse,623
both,down,yes,left,left,1,0.5774900999385864,sub-minnie_mouse,145
both,down,yes,right,right,1,0.6112302999245003,sub-minnie_mouse,83
both,up,yes,right,right,1,0.5944806999759749,sub-minnie_mouse,390
down,down,yes,left,left,1,0.510442900005728,sub-minnie_mouse,384
up,up,yes,right,right,1,0.6800152999348938,sub-minnie_mouse,97
down,down,no,right,right,1,0.7130981999216601,sub-minnie_mouse,409
both,down,yes,right,right,1,0.6116919999476522,sub-minnie_mouse,68
down,up,no,right,right,1,0.8999148999573663,sub-minnie_mouse,435
down,up,yes,right,right,1,0.6104347000364214,sub-minnie_mouse,40
up,up,yes,left,left,1,0.5772197000915185,sub-minnie_mouse,353
both,up,no,right,right,1,0.7136641999240965,sub-minnie_mouse,347
up,up,yes,left,left,1,0.5615252999123186,sub-minnie_mouse,421
down,up,yes,right,right,1,0.6967430000659078,sub-minnie_mouse,54
up,up,yes,left,left,1,0.5082103000022471,sub-minnie_mouse,582
both,down,yes,left,left,1,0.4763526000315323,sub-minnie_mouse,596
both,up,no,right,right,1,0.8487950999988243,sub-minnie_mouse,569
up,up,no,right,right,1,0.9335103000048548,sub-minnie_mouse,541
down,up,no,right,right,1,0.8660623000469059,sub-minnie_mouse,227
both,up,yes,left,left,1,0.5265772000420839,sub-minnie_mouse,233
up,up,no,left,left,1,0.8319739000871778,sub-minnie_mouse,555
down,up,no,left,left,1,0.7134404999669641,sub-minnie_mouse,225
both,up,no,left,left,1,0.8317417999496683,sub-minnie_mouse,543
both,up,yes,left,left,1,0.5940014000516385,sub-minnie_mouse,557
down,up,yes,left,left,1,0.7301913999253884,sub-minnie_mouse,231
down,down,no,right,right,1,0.7479045999934897,sub-minnie_mouse,219
both,down,yes,right,right,1,0.6277863999130204,sub-minnie_mouse,580
down,down,no,left,left,1,0.6796266000019386,sub-minnie_mouse,594
up,down,no,left,left,1,0.7807493999134749,sub-minnie_mouse,351
both,up,yes,right,right,1,0.6622146000154316,sub-minnie_mouse,42
down,down,no,right,right,1,0.7470735999522731,sub-minnie_mouse,437
both,down,no,right,right,1,0.9338599999900908,sub-minnie_mouse,56
both,down,no,right,right,1,0.7470810000086203,sub-minnie_mouse,423
both,down,no,right,left,0,0.5606164999771863,sub-minnie_mouse,345
up,down,no,right,right,1,0.9170853999676184,sub-minnie_mouse,379
both,up,no,right,right,1,0.7482056000735611,sub-minnie_mouse,392
down,down,no,right,right,1,0.8323299000039697,sub-minnie_mouse,81
up,down,no,right,right,1,0.7816703000571579,sub-minnie_mouse,95
up,up,yes,right,right,1,0.7140657999552786,sub-minnie_mouse,386
down,down,yes,left,left,1,0.4757843000115827,sub-minnie_mouse,635
down,up,no,right,left,0,0.7129598000319675,sub-minnie_mouse,153
up,down,yes,left,left,1,0.4920098000438884,sub-minnie_mouse,147
both,up,yes,left,left,1,0.476648399955593,sub-minnie_mouse,621
down,up,yes,left,left,1,0.5768239999888465,sub-minnie_mouse,609
both,down,no,right,left,0,0.7132183000212535,sub-minnie_mouse,190
both,up,no,left,miss,-1,,sub-minnie_mouse,184
down,up,yes,left,left,1,0.5602023999672383,sub-minnie_mouse,185
down,down,no,right,right,1,0.7123775999061763,sub-minnie_mouse,191
down,down,no,right,right,1,0.6622109999880195,sub-minnie_mouse,608
up,up,yes,left,left,1,0.5771072999341413,sub-minnie_mouse,146
down,down,yes,right,right,1,0.5275738999480382,sub-minnie_mouse,620
both,down,yes,right,right,1,0.5769093000562862,sub-minnie_mouse,634
up,up,no,right,right,1,0.7810819000005722,sub-minnie_mouse,152
down,down,no,left,left,1,0.6626436999067664,sub-minnie_mouse,94
both,up,no,left,left,1,0.6956292999675497,sub-minnie_mouse,387
up,down,no,right,right,1,0.7979892999865115,sub-minnie_mouse,393
down,down,yes,right,right,1,0.6284156000474468,sub-minnie_mouse,80
up,down,no,left,left,1,0.7638798999832943,sub-minnie_mouse,378
down,up,yes,left,left,1,0.5260805999860168,sub-minnie_mouse,422
both,up,yes,right,right,1,0.6446954000275582,sub-minnie_mouse,57
up,down,yes,right,right,1,0.5944636999629438,sub-minnie_mouse,344
both,down,yes,right,right,1,0.6290040999883786,sub-minnie_mouse,350
down,down,no,left,left,1,0.7983070000773296,sub-minnie_mouse,436
down,up,no,left,miss,-1,,sub-minnie_mouse,43
both,up,yes,left,left,1,0.5611987001029775,sub-minnie_mouse,595
up,up,yes,right,right,1,0.5259652000386268,sub-minnie_mouse,581
up,up,yes,left,left,1,0.644830200006254,sub-minnie_mouse,218
both,down,yes,right,right,1,0.5429652000311762,sub-minnie_mouse,556
up,down,no,right,right,1,0.7979523999383673,sub-minnie_mouse,230
up,down,yes,right,right,1,0.6455754999769852,sub-minnie_mouse,224
up,up,yes,right,right,1,0.6784903999650851,sub-minnie_mouse,542
down,up,no,left,left,1,0.8154852000297979,sub-minnie_mouse,5
down,down,yes,right,right,1,0.6458045999752358,sub-minnie_mouse,519
both,down,no,right,right,1,0.7653091000393033,sub-minnie_mouse,243
down,up,no,right,right,1,0.7479118999326602,sub-minnie_mouse,525
down,up,no,right,right,1,0.8835919999983162,sub-minnie_mouse,531
both,up,yes,left,left,1,0.5604953999863937,sub-minnie_mouse,257
both,up,yes,right,right,1,0.5956243999535218,sub-minnie_mouse,280
up,up,no,right,right,1,0.6634063000092283,sub-minnie_mouse,294
down,down,yes,right,right,1,0.5443750000558794,sub-minnie_mouse,18
down,down,no,left,left,1,0.6795678000198677,sub-minnie_mouse,479
up,up,no,left,left,1,0.7634615000570193,sub-minnie_mouse,337
up,up,no,left,miss,-1,,sub-minnie_mouse,24
both,down,yes,left,left,1,0.6114214999834076,sub-minnie_mouse,451
down,down,yes,right,right,1,0.5260277000488713,sub-minnie_mouse,30
both,down,no,right,right,1,0.7807130999863148,sub-minnie_mouse,445
up,down,yes,left,left,1,0.5443534000078216,sub-minnie_mouse,323
down,up,no,right,right,1,0.847417899989523,sub-minnie_mouse,492
down,down,no,left,left,1,0.6463479000376537,sub-minnie_mouse,486
down,down,yes,left,left,1,0.6113455999875441,sub-minnie_mouse,109
both,down,no,left,left,1,0.6954644999932498,sub-minnie_mouse,135
up,down,no,right,right,1,0.6629209000384435,sub-minnie_mouse,121
up,up,no,right,right,1,0.7979751999955624,sub-minnie_mouse,647
down,down,no,right,right,1,0.8341269999509677,sub-minnie_mouse,120
both,down,yes,left,left,1,0.5435766999144107,sub-minnie_mouse,646
both,down,no,right,right,1,0.8142855999758467,sub-minnie_mouse,134
up,up,no,right,right,1,0.763793500023894,sub-minnie_mouse,108
up,up,yes,left,left,1,0.5091091000940651,sub-minnie_mouse,487
both,up,yes,left,left,1,0.5272947000339627,sub-minnie_mouse,493
up,up,yes,right,right,1,0.5938531999709085,sub-minnie_mouse,444
up,down,no,left,left,1,0.6453227000311017,sub-minnie_mouse,31
both,down,no,left,left,1,0.6951012000208721,sub-minnie_mouse,322
up,down,yes,left,left,1,0.6451004000846297,sub-minnie_mouse,336
both,up,yes,right,right,1,0.6288944999687374,sub-minnie_mouse,450
down,up,no,right,right,1,0.7309933999786153,sub-minnie_mouse,25
down,up,no,left,left,1,0.8835442999843508,sub-minnie_mouse,478
both,down,no,right,right,1,0.7306745999958366,sub-minnie_mouse,19
up,down,no,right,right,1,0.6301776999607682,sub-minnie_mouse,295
both,down,yes,left,left,1,0.5279320999979973,sub-minnie_mouse,281
down,down,yes,right,right,1,0.5604690999025479,sub-minnie_mouse,530
both,down,yes,right,right,1,0.5436407000524923,sub-minnie_mouse,256
both,up,no,right,right,1,0.7985736000118777,sub-minnie_mouse,242
both,up,no,right,right,1,0.8489519000286236,sub-minnie_mouse,524
down,down,no,right,right,1,0.6962089000735432,sub-minnie_mouse,518
up,up,no,right,right,1,0.8668342999881133,sub-minnie_mouse,4
